Project,Implementation smell,Namespace,Class,File,Method,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedCatalogSetting,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240217163906_AddedCatalogSetting.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,AddedProductBackInStockSubscription,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20240311113057_AddedProductBackInStockSubscription.cs,BuildTargetModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Long Statement,SimplCommerce.WebHost.Migrations,SimplDbContextModelSnapshot,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\SimplDbContextModelSnapshot.cs,BuildModel,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Extensions,ServiceCollectionExtensions,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Extensions\ServiceCollectionExtensions.cs,AddCustomizedIdentity,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
SimplCommerce,Magic Number,SimplCommerce.WebHost.Migrations,InitDb,DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Migrations\20230930154048_InitDb.cs,Up,
